Date file: /home/fk1j/ib9503_04/test_case9_hfb/hfb320_10.cdf
19 Variables plus time, with 601 values each

              T           DELV           PDYN         THRUST          TASCG          ALFCG            THE              Q           QDOT           AXCG           AZCG           AYCG              P              R           PDOT           RDOT          BETCG            PHI           DAIL           DRUD
              S            RAD             PA              N            M/S            RAD            RAD          RAD/S         RAD/S2           M/S2           M/S2           M/S2          RAD/S          RAD/S         RAD/S2         RAD/S2            RAD            RAD            RAD            RAD

       41.20001     0.00426474       5038.239       11681.41       113.0949      0.0936435      0.0494362    -0.00120113      0.0002871       0.789408       -9.77730     -0.0673588    -0.00294931     0.00278835     0.01372939     0.00813270     0.00114227    -0.00381458    -0.03923792    -0.01513046
       41.30001    -0.00204893       5048.680       11681.38       113.0945      0.0939376      0.0494362    -0.00051224      0.0307133       0.782983       -9.74197     -0.0631050    -0.00225562     0.00278835     0.00693698    -0.00174271     0.00195775    -0.00329600    -0.03909117    -0.01537887
       41.40001    -0.00594855       5048.680       11701.63       113.0916      0.0941903      0.0501447     0.00465448      0.0496580       0.775304       -9.64941     -0.0712781    -0.00138850     0.00278835     0.01040545     0.00348545     0.00244925    -0.00433315    -0.03918901    -0.01537887
       41.50001    -0.00576285       5041.723       11696.15       112.7802      0.0931999      0.0512075     0.00878786      0.0444912       0.774759       -9.63899     -0.0326339    -0.00052138     0.00348544    -0.00491366     0.00813268     0.00214418    -0.00329600    -0.03909117    -0.01547824
       41.60001    -0.00576285       5055.639       11721.81       113.0865      0.0931884      0.0522703     0.01361013      0.0466440       0.784809       -9.83444     -0.0658527    -0.00156192     0.00418253     0.01517461     0.00348543     0.00183168    -0.00485173    -0.03909117    -0.01557761
       41.70001    -0.00743411       5055.639       11742.05       113.0842      0.0935744      0.0536873     0.01774350      0.0344448       0.783517       -9.96142     -0.0772312     0.00225341     0.00418253     0.02355678    -0.00058090    -0.00074916    -0.00433315    -0.03909117    -0.01562729
       41.80001    -0.00724842       5048.680       11701.47       113.0828      0.0942752      0.0556357     0.02032686      0.0159308       0.820603      -10.04157     -0.0433416     0.00260025     0.00418253     0.00867123     0.00058090    -0.00505239    -0.00433315    -0.03909117    -0.01562729
       41.90001    -0.00687703       5055.639       11701.47       113.0823      0.0961939      0.0582927     0.02118798      0.0074631       0.849001      -10.38794      0.0553597     0.00450792     0.00418253     0.01531913    -0.00348543    -0.00756124    -0.00277743    -0.03933576    -0.01567697
       42.00001    -0.00687703       5055.639       11630.50       113.0818      0.0981125      0.0605953     0.02204910      0.0076066       0.883230      -10.63315      0.0511003     0.00606873     0.00348544     0.03815328    -0.00697087    -0.00911353    -0.00329600    -0.03909117    -0.01607444
       42.10001    -0.00724842       5062.599       11701.43       113.0815      0.1002288      0.0628980     0.02256577      0.0020093       0.897281      -10.78230      0.0493510     0.01161830     0.00278835     0.03974306    -0.01103725    -0.00918469    -0.00122170    -0.03889551    -0.01617381
       42.20001    -0.00650563       5066.076       11722.50       113.1258      0.1030682      0.0641379     0.02222133     -0.0139215       0.905291      -10.83701      0.0620702     0.01369939     0.00139418     0.03006021    -0.01045634    -0.00807050    -0.00277743    -0.03904226    -0.01637254
       42.30001    -0.00724842       5066.076       11704.34       113.0828      0.1047140      0.0669720     0.02015464     -0.0140649       0.944328      -11.03326      0.0200252     0.01786156     0.00069709     0.03410675    -0.01045633    -0.00782333     0.00033403    -0.03909117    -0.01622349
       42.40001    -0.00724842       5055.639       11694.20       113.0832      0.1054540      0.0685661     0.01946575     -0.0129168       0.963985      -11.04511      0.0237858     0.01994265    -0.00069709     0.01329589    -0.01045633    -0.00768383     0.00137118    -0.03909117    -0.01617381
       42.50001    -0.00687703       5062.601       11684.86       113.1285      0.1064091      0.0706917     0.01739906     -0.0206669       0.963104      -11.03559      0.0357948     0.02063635    -0.00139418    -0.00130068    -0.01045634    -0.00745331     0.00292691    -0.03909117    -0.01622349
       42.60001    -0.00724842       5069.560       11705.18       113.1295      0.1067078      0.0726401     0.01567682     -0.0129168       0.954163      -11.22902      0.0188164     0.01994265    -0.00278835    -0.00693696    -0.01103725    -0.00545899     0.00551979    -0.03909117    -0.01622349
       42.70001    -0.00687703       5069.560       11705.18       113.1301      0.1078750      0.0740571     0.01464347     -0.0134909       0.954088      -11.18017      0.0231474     0.01942238    -0.00348544    -0.00722603    -0.00638997    -0.00612772     0.00707552    -0.03889551    -0.01617381
       42.80001    -0.00724842       5079.997       11710.96       113.1311      0.1078290      0.0763598     0.01292123     -0.0169354       0.978122      -11.04649     -0.0151672     0.01855526    -0.00418253    -0.00693696    -0.00726132    -0.00395533     0.00707552    -0.03909117    -0.01607444
       42.90001    -0.00724842       5083.476       11711.00       113.1319      0.1077003      0.0770683     0.01154344     -0.0086112       0.964368      -11.17841     -0.0554960     0.01820841    -0.00487961     0.00317943    -0.00551863    -0.00243026     0.01122412    -0.03909117    -0.01602476
       43.00001    -0.00724842       5073.037       11639.98       113.1321      0.1076681      0.0779540     0.01119899     -0.0005741       0.960364      -11.04067     -0.0373156     0.01855526    -0.00522816    -0.01416302    -0.00116183    -0.00320844     0.01070555    -0.03909117    -0.01572666
       43.10001    -0.00724842       5083.478       11690.70       113.1321      0.1075532      0.0791939     0.01119899     -0.0014352       0.965158      -11.02871     -0.0363023     0.01560705    -0.00522816    -0.02138895    -0.00174273    -0.00322253     0.01174270    -0.03909117    -0.01562729
       43.20001    -0.00724842       5079.997       11700.85       113.1323      0.1067169      0.0799024     0.01085454     -0.0034445       0.945391      -11.02942     -0.0763277     0.01473993    -0.00557670    -0.00751504    -0.00203318    -0.00116380     0.01433558    -0.03909117    -0.01567697
       43.30001    -0.00724842       5083.478       11731.28       113.1324      0.1066847      0.0811423     0.01051010     -0.0060278       0.935333      -11.03033     -0.0717672     0.01335254    -0.00557670    -0.02847049     0.00000000     0.00012910     0.01537273    -0.03909117    -0.01562729
       43.40001    -0.00650563       5090.438       11711.00       113.1328      0.1063906      0.0834450     0.00982120     -0.0014352       0.935835      -10.97965     -0.0519205     0.00953721    -0.00557670    -0.02818142     0.00261409    -0.00191965     0.01796561    -0.03909117    -0.01557761
       43.50001    -0.00669133       5076.519       11711.00       113.1326      0.1066526      0.0834450     0.01016565      0.0002870       0.936028      -11.02809     -0.0445275     0.00814982    -0.00522816    -0.01098356    -0.00261405    -0.00212109     0.01537273    -0.03909117    -0.01562729
       43.60001    -0.00650563       5083.478       11700.85       113.1328      0.1066204      0.0850392     0.00982120     -0.0002870       0.935964      -11.04055     -0.0524782     0.00693585    -0.00592525    -0.01271777    -0.00058091    -0.00108752     0.01796561    -0.03899334    -0.01567697
       43.70001    -0.00687703       5090.438       11690.70       113.1326      0.1064228      0.0855705     0.01016565      0.0022963       0.936249      -11.02737     -0.0762223     0.00572189    -0.00522816    -0.00737052     0.00609951     0.00046634     0.01796561    -0.03909117    -0.01562729
       43.80001    -0.00724842       5090.438       11690.70       113.1326      0.1061930      0.0866333     0.01016565     -0.0012917       0.926084      -10.84471     -0.0881480     0.00537504    -0.00487961    -0.00505821     0.00551863     0.00189428     0.01796561    -0.03909117    -0.01537887
       43.90001    -0.00650563       5090.438       11741.43       113.1326      0.1061930      0.0876961     0.01016565      0.0074630       0.936815      -11.02554     -0.0778850     0.00450792    -0.00418253    -0.00982736     0.00319499     0.00052588     0.01848419    -0.03899334    -0.01562729
       44.00001    -0.00669133       5083.478       11670.41       113.1320      0.1067652      0.0884046     0.01137122      0.0045926       0.936511      -11.03883     -0.0651359     0.00329395    -0.00418253    -0.02052186     0.00406633    -0.00102311     0.01744703    -0.03879767    -0.01562729
       44.10001    -0.00799120       5076.519       11713.88       113.1323      0.1076359      0.0905301     0.01085454     -0.0080371       0.954660      -11.04331     -0.0602118     0.00086601    -0.00348544    -0.01156163     0.00000000    -0.00077457     0.01900276    -0.03889551    -0.01557761
       44.20001    -0.00761981       5090.438       11734.17       113.1326      0.1075716      0.0912387     0.01016565     -0.0027269       0.945468      -11.15179     -0.0477874     0.00086601    -0.00418253    -0.01127256    -0.00580904     0.00099579     0.01900276    -0.03879767    -0.01567697
       44.30001    -0.00724842       5090.436       11744.32       113.1326      0.1075716      0.0933643     0.01016565     -0.0060278       0.954877      -11.15296     -0.0874637    -0.00104165    -0.00418253     0.00563628     0.00871358     0.00277351     0.02003991    -0.03889551    -0.01557761
       44.40001    -0.00761981       5083.476       11713.88       113.1332      0.1074751      0.0933643     0.00913231     -0.0020093       0.935765      -10.97986     -0.1076410     0.00155971    -0.00278835     0.00563627     0.00697087     0.00363111     0.01952134    -0.03909117    -0.01537887
       44.50001    -0.00706272       5076.519       11713.88       113.1328      0.1074246      0.0937185     0.00982120      0.0045926       0.916953      -10.95299     -0.1085065    -0.00034795    -0.00278835    -0.01156160     0.00638999     0.00605859     0.01796561    -0.03899334    -0.01542856
       44.60001    -0.00669133       5079.997       11703.73       113.1328      0.1059311      0.0947813     0.00982120      0.0014352       0.926376      -10.95411     -0.1300781    -0.00034795    -0.00139418    -0.00780411     0.01161815     0.00544181     0.01900276    -0.03889551    -0.01532919
       44.70001    -0.00706272       5079.997       11713.88       113.1326      0.1057335      0.0961983     0.01016565      0.0017222       0.906866      -10.84365     -0.1196035    -0.00242904    -0.00069709    -0.03020469     0.00580908     0.00666666     0.01796561    -0.03889551    -0.01532919
       44.80001    -0.00724842       5076.519       11693.58       113.1326      0.1057335      0.0967297     0.01016565      0.0011482       0.936118      -10.83159     -0.1233607    -0.00572410     0.00000000    -0.02442391     0.01045633     0.00674861     0.01485415    -0.03909117    -0.01527951
       44.90001    -0.00687703       5090.438       11693.58       113.1324      0.1057656      0.0976153     0.01051009      0.0068890       0.917206      -10.84181     -0.1175076    -0.00711149     0.00139418    -0.01344037     0.01568450     0.00425714     0.01433558    -0.03889551    -0.01537887
